image_path,species_label,timestamp,latitude,longitude,detection_confidence,bbox
data\raw\images\eccv_18_all_images_sm\5903cc01-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-23 07:03:09,31.564706,-110.280392,0.5252,"[405.10272216796875, 514.92138671875, 472.32305908203125, 574.4249877929688]"
data\raw\images\eccv_18_all_images_sm\5938c36b-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 20:58:00,31.564706,-110.280392,0.8767,"[385.43817138671875, 361.8018493652344, 566.8325805664062, 686.9061279296875]"
data\raw\images\eccv_18_all_images_sm\59136660-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 12:28:21,31.564706,-110.280392,0.8793,"[582.2196044921875, 308.6044006347656, 907.2150268554688, 556.9542846679688]"
data\raw\images\eccv_18_all_images_sm\592abe8c-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 20:57:51,31.564706,-110.280392,0.9009,"[403.08416748046875, 339.6095275878906, 821.2674560546875, 566.8325805664062]"
data\raw\images\eccv_18_all_images_sm\588c14b6-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 12:28:47,31.564706,-110.280392,0.9145,"[544.1510009765625, 299.5868225097656, 906.7272338867188, 539.9740600585938]"
data\raw\images\eccv_18_all_images_sm\589cb479-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 23:28:44,31.564706,-110.280392,0.7749,"[3.148327589035034, 456.86260986328125, 332.0887756347656, 746.01513671875]"
data\raw\images\eccv_18_all_images_sm\58fa5e53-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 20:57:52,31.564706,-110.280392,0.8827,"[345.18328857421875, 331.22698974609375, 757.3653564453125, 574.5462646484375]"
data\raw\images\eccv_18_all_images_sm\58cfcb05-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 23:24:09,31.564706,-110.280392,0.9428,"[639.4927978515625, 339.6087341308594, 1001.7193603515625, 668.6168212890625]"
data\raw\images\eccv_18_all_images_sm\58b2edfd-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-08 02:06:33,31.564706,-110.280392,0.8612,"[126.3115463256836, 418.301513671875, 550.3960571289062, 635.4388427734375]"
data\raw\images\eccv_18_all_images_sm\5938c12a-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-30 02:23:20,31.564706,-110.280392,0.4565,"[281.8536682128906, 506.2303161621094, 392.3321533203125, 631.1434936523438]"
data\raw\images\eccv_18_all_images_sm\58cfcc35-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 23:28:46,31.564706,-110.280392,0.5736,"[448.65057373046875, 405.789306640625, 948.6057739257812, 644.87890625]"
data\raw\images\eccv_18_all_images_sm\586c88f1-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 23:28:52,31.564706,-110.280392,0.3657,"[499.1873474121094, 536.1234741210938, 576.0228271484375, 596.2706298828125]"
data\raw\images\eccv_18_all_images_sm\5924797f-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-29 02:10:17,31.564706,-110.280392,0.8437,"[443.89862060546875, 250.0505828857422, 724.275390625, 502.2642517089844]"
data\raw\images\eccv_18_all_images_sm\5911d729-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-30 02:23:16,31.564706,-110.280392,0.9353,"[298.47100830078125, 412.71112060546875, 479.68634033203125, 711.1061401367188]"
data\raw\images\eccv_18_all_images_sm\5865e259-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2012-01-17 07:13:35,31.564706,-110.280392,0.8331,"[535.3487548828125, 375.55010986328125, 660.287353515625, 566.2689208984375]"
data\raw\images\eccv_18_all_images_sm\588dbc93-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 23:24:06,31.564706,-110.280392,0.9326,"[605.5501708984375, 346.13714599609375, 998.5007934570312, 625.8803100585938]"
data\raw\images\eccv_18_all_images_sm\58e280eb-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 12:28:20,31.564706,-110.280392,0.8077,"[601.4069213867188, 308.6039123535156, 995.37890625, 606.8367919921875]"
data\raw\images\eccv_18_all_images_sm\58adc3c7-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 20:57:53,31.564706,-110.280392,0.8696,"[289.8058166503906, 328.44976806640625, 687.5338134765625, 561.7578735351562]"
data\raw\images\eccv_18_all_images_sm\58782b11-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-24 06:34:20,31.564706,-110.280392,0.9006,"[302.13739013671875, 249.24813842773438, 567.9714965820312, 510.85272216796875]"
data\raw\images\eccv_18_all_images_sm\59452c48-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-23 07:02:56,31.564706,-110.280392,0.8575,"[777.1115112304688, 390.69970703125, 1021.0773315429688, 614.7067260742188]"
data\raw\images\eccv_18_all_images_sm\58c1c138-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-19 02:38:26,31.564706,-110.280392,0.9226,"[341.85430908203125, 498.8226623535156, 682.5830688476562, 746.6408081054688]"
data\raw\images\eccv_18_all_images_sm\58f29658-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-04 12:01:26,31.564706,-110.280392,0.5915,"[408.8971252441406, 665.5188598632812, 501.00823974609375, 746.5021362304688]"
data\raw\images\eccv_18_all_images_sm\5922ea86-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-30 02:23:17,31.564706,-110.280392,0.9131,"[309.6077575683594, 407.01727294921875, 483.4833984375, 707.53515625]"
data\raw\images\eccv_18_all_images_sm\58ede1b9-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 20:57:59,31.564706,-110.280392,0.9013,"[371.9693603515625, 359.1015625, 591.3138427734375, 689.1150512695312]"
data\raw\images\eccv_18_all_images_sm\58c03494-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-04 07:24:21,31.564706,-110.280392,0.9166,"[554.1402587890625, 446.3516540527344, 1007.70654296875, 721.8069458007812]"
data\raw\images\eccv_18_all_images_sm\592ac10a-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-23 07:03:08,31.564706,-110.280392,0.5247,"[404.21600341796875, 514.7288208007812, 472.0472106933594, 573.9827880859375]"
data\raw\images\eccv_18_all_images_sm\58b665e2-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-11 01:33:26,31.564706,-110.280392,0.937,"[572.19873046875, 363.48687744140625, 1017.7527465820312, 617.9561767578125]"
data\raw\images\eccv_18_all_images_sm\58dabe7c-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 23:24:24,31.564706,-110.280392,0.7864,"[409.9486389160156, 665.2932739257812, 501.2918395996094, 747.0]"
data\raw\images\eccv_18_all_images_sm\58768269-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-13 02:24:08,31.564706,-110.280392,0.8559,"[586.1798706054688, 315.5587463378906, 973.6705932617188, 598.2447509765625]"
data\raw\images\eccv_18_all_images_sm\58857cd1-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-12-28 21:37:12,31.564706,-110.280392,0.8288,"[857.5296020507812, 422.3316345214844, 1021.2506713867188, 555.7933349609375]"
data\raw\images\eccv_18_all_images_sm\58aa5a41-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 23:28:47,31.564706,-110.280392,0.8871,"[711.1829833984375, 352.81536865234375, 1022.5048828125, 613.5374755859375]"
data\raw\images\eccv_18_all_images_sm\590a0eec-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-24 06:34:22,31.564706,-110.280392,0.8689,"[680.825439453125, 387.04901123046875, 1020.9187622070312, 625.8389892578125]"
data\raw\images\eccv_18_all_images_sm\58d61400-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 23:24:47,31.564706,-110.280392,0.8819,"[870.4395751953125, 369.7754821777344, 1021.5758056640625, 679.8082275390625]"
data\raw\images\eccv_18_all_images_sm\5897b007-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-30 16:08:59,31.564706,-110.280392,0.9085,"[79.42352294921875, 325.2567443847656, 458.05487060546875, 523.3765869140625]"
data\raw\images\eccv_18_all_images_sm\58c7f2de-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-29 03:05:53,31.564706,-110.280392,0.8697,"[660.70947265625, 323.07086181640625, 1021.1834106445312, 601.2443237304688]"
data\raw\images\eccv_18_all_images_sm\58823bc7-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 12:28:14,31.564706,-110.280392,0.848,"[696.5776977539062, 321.8731384277344, 1016.6032104492188, 608.7031860351562]"
data\raw\images\eccv_18_all_images_sm\58fbed66-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 12:28:13,31.564706,-110.280392,0.8959,"[739.1004638671875, 324.22381591796875, 1019.3421020507812, 605.38720703125]"
data\raw\images\eccv_18_all_images_sm\59180ba2-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-23 07:02:58,31.564706,-110.280392,0.5858,"[404.2104187011719, 514.9049682617188, 473.2247619628906, 573.248779296875]"
data\raw\images\eccv_18_all_images_sm\58ac0d97-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-11 01:33:18,31.564706,-110.280392,0.8783,"[0.08997497707605362, 340.31219482421875, 116.45945739746094, 646.8685302734375]"
data\raw\images\eccv_18_all_images_sm\58a1cb7f-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-04 07:24:20,31.564706,-110.280392,0.8811,"[169.4078369140625, 396.0276794433594, 572.1393432617188, 614.6359252929688]"
data\raw\images\eccv_18_all_images_sm\59408258-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-23 07:02:33,31.564706,-110.280392,0.8426,"[644.6514892578125, 354.3631896972656, 1020.3508911132812, 606.4462280273438]"
data\raw\images\eccv_18_all_images_sm\5908808b-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-23 07:02:57,31.564706,-110.280392,0.4801,"[403.3606872558594, 515.3096313476562, 473.32257080078125, 573.7688598632812]"
data\raw\images\eccv_18_all_images_sm\585c0329-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 23:24:15,31.564706,-110.280392,0.9082,"[724.4273681640625, 473.5518493652344, 1021.92919921875, 743.6925048828125]"
data\raw\images\eccv_18_all_images_sm\586adf94-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-25 16:29:55,31.564706,-110.280392,0.8803,"[0.0, 431.2378845214844, 230.1144561767578, 623.5725708007812]"
data\raw\images\eccv_18_all_images_sm\58eac94a-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 12:28:24,31.564706,-110.280392,0.8667,"[423.98077392578125, 292.5472717285156, 740.3850708007812, 544.7861938476562]"
data\raw\images\eccv_18_all_images_sm\593a507d-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 23:24:14,31.564706,-110.280392,0.8117,"[720.7321166992188, 390.98419189453125, 970.0680541992188, 735.8780517578125]"
data\raw\images\eccv_18_all_images_sm\58c1c22e-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-23 07:02:34,31.564706,-110.280392,0.793,"[245.3006134033203, 20.462499618530273, 345.7320251464844, 145.82626342773438]"
data\raw\images\eccv_18_all_images_sm\591995b0-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-23 07:02:37,31.564706,-110.280392,0.9418,"[397.34686279296875, 207.43191528320312, 697.9985961914062, 483.3355407714844]"
data\raw\images\eccv_18_all_images_sm\58782bdd-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 12:28:15,31.564706,-110.280392,0.7916,"[668.0906982421875, 317.69122314453125, 1012.3712158203125, 591.7199096679688]"
data\raw\images\eccv_18_all_images_sm\589e6920-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 23:24:25,31.564706,-110.280392,0.8369,"[695.0184936523438, 627.6531372070312, 855.08837890625, 746.4733276367188]"
data\raw\images\eccv_18_all_images_sm\588a66b3-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-30 02:23:19,31.564706,-110.280392,0.9368,"[240.11328125, 432.65740966796875, 485.427490234375, 744.9606323242188]"
data\raw\images\eccv_18_all_images_sm\592c4def-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-04 12:01:25,31.564706,-110.280392,0.6661,"[501.38580322265625, 536.6483154296875, 580.9810180664062, 593.8038330078125]"
data\raw\images\eccv_18_all_images_sm\591cb185-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-08 02:06:34,31.564706,-110.280392,0.4562,"[0.0, 449.011962890625, 123.08384704589844, 588.6536254882812]"
data\raw\images\eccv_18_all_images_sm\58823dac-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2012-01-17 07:13:33,31.564706,-110.280392,0.8566,"[491.9913024902344, 307.4007263183594, 610.7247314453125, 488.00604248046875]"
data\raw\images\eccv_18_all_images_sm\5888be61-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 12:28:11,31.564706,-110.280392,0.6596,"[406.87127685546875, 665.4366455078125, 497.9844665527344, 743.9111328125]"
data\raw\images\eccv_18_all_images_sm\5946ba8d-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-23 07:03:07,31.564706,-110.280392,0.6456,"[405.5879821777344, 515.3025512695312, 473.0133361816406, 572.8291625976562]"
data\raw\images\eccv_18_all_images_sm\5874d746-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 20:57:44,31.564706,-110.280392,0.87,"[620.4676513671875, 339.32696533203125, 1021.9874267578125, 609.7644653320312]"
data\raw\images\eccv_18_all_images_sm\5949cfbb-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 23:28:50,31.564706,-110.280392,0.8355,"[409.47125244140625, 667.7153930664062, 500.374267578125, 746.4857177734375]"
data\raw\images\eccv_18_all_images_sm\5935a8ed-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-12-23 07:02:38,31.564706,-110.280392,0.9291,"[506.59698486328125, 282.6419982910156, 825.4343872070312, 522.0684814453125]"
data\raw\images\eccv_18_all_images_sm\589608fa-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 23:28:42,31.564706,-110.280392,0.8144,"[0.19678345322608948, 484.2962951660156, 201.52154541015625, 739.517578125]"
data\raw\images\eccv_18_all_images_sm\59484760-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2012-01-03 12:28:25,31.564706,-110.280392,0.8955,"[381.51617431640625, 230.06912231445312, 695.5078125, 535.9581298828125]"
data\raw\images\eccv_18_all_images_sm\58946018-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-09 02:55:15,31.564706,-110.280392,0.6465,"[321.1866455078125, 477.401611328125, 371.9300537109375, 547.3474731445312]"
data\raw\images\eccv_18_all_images_sm\58d7a0a4-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-05 23:43:56,31.564706,-110.280392,0.9367,"[347.33026123046875, 84.0926742553711, 561.1846923828125, 404.93048095703125]"
data\raw\images\eccv_18_all_images_sm\589e689b-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-10-07 06:04:40,31.564706,-110.280392,0.9196,"[421.3101501464844, 263.51177978515625, 685.428955078125, 459.48419189453125]"
data\raw\images\eccv_18_all_images_sm\588a667c-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-10-08 02:28:45,31.564706,-110.280392,0.6797,"[0.234954833984375, 402.91357421875, 129.96859741210938, 512.4696655273438]"
data\raw\images\eccv_18_all_images_sm\59104b97-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-18 12:27:36,31.564706,-110.280392,0.7592,"[0.20395202934741974, 311.6026306152344, 100.28587341308594, 478.20050048828125]"
data\raw\images\eccv_18_all_images_sm\58c1c267-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-27 05:21:58,31.564706,-110.280392,0.8478,"[279.43145751953125, 136.9594268798828, 397.71856689453125, 488.8536682128906]"
data\raw\images\eccv_18_all_images_sm\588a6696-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-18 12:27:37,31.564706,-110.280392,0.8381,"[0.5229552984237671, 281.860107421875, 201.60348510742188, 475.98455810546875]"
data\raw\images\eccv_18_all_images_sm\58b821b0-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-10-07 06:04:42,31.564706,-110.280392,0.3906,"[649.3281860351562, 503.91107177734375, 680.5143432617188, 575.6280517578125]"
data\raw\images\eccv_18_all_images_sm\588719be-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-10-16 04:06:54,31.564706,-110.280392,0.8969,"[379.942138671875, 205.052001953125, 582.3204345703125, 416.42108154296875]"
data\raw\images\eccv_18_all_images_sm\5860f09d-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-27 05:20:28,31.564706,-110.280392,0.8766,"[248.21121215820312, 486.6249084472656, 398.017822265625, 747.0]"
data\raw\images\eccv_18_all_images_sm\5874d4a9-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-10-07 06:05:34,31.564706,-110.280392,0.466,"[862.0567626953125, 435.6961975097656, 1021.0940551757812, 519.3762817382812]"
data\raw\images\eccv_18_all_images_sm\58df6a86-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-27 05:19:33,31.564706,-110.280392,0.9059,"[153.78384399414062, 350.33984375, 528.0244750976562, 648.9412841796875]"
data\raw\images\eccv_18_all_images_sm\58ddd6de-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-12 23:59:54,31.564706,-110.280392,0.8802,"[375.8539733886719, 331.5259704589844, 807.8541259765625, 554.6338500976562]"
data\raw\images\eccv_18_all_images_sm\58e93b7c-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-28 06:41:19,31.564706,-110.280392,0.9004,"[0.02128906175494194, 345.79595947265625, 265.50323486328125, 558.8372802734375]"
data\raw\images\eccv_18_all_images_sm\5946b8a1-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-18 12:27:43,31.564706,-110.280392,0.9295,"[603.6839599609375, 336.108642578125, 999.9685668945312, 576.4910888671875]"
data\raw\images\eccv_18_all_images_sm\594846c6-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-05 23:43:58,31.564706,-110.280392,0.8958,"[314.95458984375, 13.431493759155273, 434.1177673339844, 264.1058654785156]"
data\raw\images\eccv_18_all_images_sm\590881db-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-27 05:21:59,31.564706,-110.280392,0.8741,"[268.5394592285156, 51.78779220581055, 359.89569091796875, 355.3565979003906]"
data\raw\images\eccv_18_all_images_sm\593ef482-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-06 08:19:50,31.564706,-110.280392,0.7438,"[314.6969909667969, 458.3963928222656, 369.24017333984375, 553.2664794921875]"
data\raw\images\eccv_18_all_images_sm\58946257-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-10-09 11:03:36,31.564706,-110.280392,0.8069,"[658.7464599609375, 290.00543212890625, 831.1822509765625, 427.3623962402344]"
data\raw\images\eccv_18_all_images_sm\590a0ffe-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-05 23:43:59,31.564706,-110.280392,0.753,"[320.05389404296875, 20.585474014282227, 404.8856506347656, 201.04672241210938]"
data\raw\images\eccv_18_all_images_sm\5888bf1d-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-05 23:42:35,31.564706,-110.280392,0.929,"[592.2606811523438, 324.7291564941406, 1020.2415161132812, 580.5509033203125]"
data\raw\images\eccv_18_all_images_sm\58cb12af-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-12 23:59:51,31.564706,-110.280392,0.9254,"[1.588354468345642, 330.0581970214844, 344.29901123046875, 567.1197509765625]"
data\raw\images\eccv_18_all_images_sm\593d67ee-23d2-11e8-a6a3-ec086b02610b.jpg,squirrel,2011-10-09 11:03:06,31.564706,-110.280392,0.8442,"[190.80894470214844, 265.83740234375, 295.0829772949219, 421.83978271484375]"
data\raw\images\eccv_18_all_images_sm\5879d4b5-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-10-16 04:06:55,31.564706,-110.280392,0.9046,"[358.75262451171875, 192.266357421875, 621.4720458984375, 370.7669982910156]"
data\raw\images\eccv_18_all_images_sm\588dbb75-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-27 05:19:31,31.564706,-110.280392,0.576,"[466.59625244140625, 509.7582092285156, 867.37353515625, 746.1448974609375]"
data\raw\images\eccv_18_all_images_sm\593ef659-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-09 02:55:14,31.564706,-110.280392,0.5352,"[946.64306640625, 492.0648498535156, 1021.9425048828125, 587.89501953125]"
data\raw\images\eccv_18_all_images_sm\58f107e1-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-27 05:19:32,31.564706,-110.280392,0.8216,"[368.74664306640625, 442.679443359375, 697.2791137695312, 745.642578125]"
data\raw\images\eccv_18_all_images_sm\591996c6-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-10-08 01:33:58,31.564706,-110.280392,0.6261,"[0.0, 396.74188232421875, 156.31497192382812, 518.31982421875]"
data\raw\images\eccv_18_all_images_sm\58d16108-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-18 12:27:44,31.564706,-110.280392,0.8795,"[755.2008056640625, 353.9056701660156, 1020.8737182617188, 589.4793701171875]"
data\raw\images\eccv_18_all_images_sm\585f4d6a-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-10-08 02:28:53,31.564706,-110.280392,0.5352,"[323.3984069824219, 478.67059326171875, 372.68072509765625, 548.3392333984375]"
data\raw\images\eccv_18_all_images_sm\58a37d24-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-09 02:55:16,31.564706,-110.280392,0.5582,"[86.37503814697266, 389.6412658691406, 149.44662475585938, 440.40789794921875]"
data\raw\images\eccv_18_all_images_sm\58b9d662-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-10-07 06:05:35,31.564706,-110.280392,0.3321,"[322.03033447265625, 477.08441162109375, 369.7564392089844, 545.7566528320312]"
data\raw\images\eccv_18_all_images_sm\59439ea9-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-10-25 01:41:07,31.564706,-110.280392,0.883,"[412.9309997558594, 328.0558166503906, 640.953125, 442.2271423339844]"
data\raw\images\eccv_18_all_images_sm\58ff0f8a-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-12 23:59:50,31.564706,-110.280392,0.9001,"[1.5852782726287842, 309.0729064941406, 292.0630798339844, 568.3554077148438]"
data\raw\images\eccv_18_all_images_sm\5865e402-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-12 23:59:52,31.564706,-110.280392,0.8438,"[43.04034423828125, 332.8350524902344, 450.81805419921875, 555.67333984375]"
data\raw\images\eccv_18_all_images_sm\59260f10-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-28 06:41:20,31.564706,-110.280392,0.92,"[74.18174743652344, 348.26190185546875, 425.00030517578125, 548.8201293945312]"
data\raw\images\eccv_18_all_images_sm\5897b04f-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-10-07 06:04:41,31.564706,-110.280392,0.8826,"[562.0155029296875, 351.62109375, 903.2102661132812, 540.3091430664062]"
data\raw\images\eccv_18_all_images_sm\592abe50-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-10-08 02:28:49,31.564706,-110.280392,0.767,"[235.8818817138672, 334.47735595703125, 503.614501953125, 493.49530029296875]"
data\raw\images\eccv_18_all_images_sm\58ec56e9-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-12 23:59:55,31.564706,-110.280392,0.9035,"[613.6246337890625, 360.34161376953125, 1022.0443115234375, 620.7337646484375]"
data\raw\images\eccv_18_all_images_sm\58bb8a44-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-05 23:42:34,31.564706,-110.280392,0.9275,"[522.5140991210938, 284.45037841796875, 877.3511962890625, 567.1403198242188]"
data\raw\images\eccv_18_all_images_sm\58782b0b-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-10-08 02:28:52,31.564706,-110.280392,0.6038,"[652.7825927734375, 512.951416015625, 680.6036376953125, 575.5706176757812]"
data\raw\images\eccv_18_all_images_sm\58bd1cee-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-10-08 01:33:59,31.564706,-110.280392,0.8056,"[0.19844970107078552, 414.6521911621094, 103.41693115234375, 523.4400634765625]"
data\raw\images\eccv_18_all_images_sm\586292e9-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-10-19 02:20:58,31.564706,-110.280392,0.8462,"[447.9737243652344, 409.877685546875, 602.4156494140625, 528.5716552734375]"
data\raw\images\eccv_18_all_images_sm\5876818b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-10-29 21:02:50,31.564706,-110.280392,0.7766,"[380.222900390625, 78.66935729980469, 447.7054138183594, 205.6766357421875]"
data\raw\images\eccv_18_all_images_sm\58ce4013-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-10-29 21:02:49,31.564706,-110.280392,0.788,"[414.23077392578125, 151.1258544921875, 501.556640625, 323.46234130859375]"
data\raw\images\eccv_18_all_images_sm\592abfc5-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-09 02:55:13,31.564706,-110.280392,0.8941,"[634.0968017578125, 326.73541259765625, 1021.8185424804688, 606.50634765625]"
data\raw\images\eccv_18_all_images_sm\58e7267f-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-06 08:19:49,31.564706,-110.280392,0.4291,"[315.68817138671875, 473.7884826660156, 368.4739074707031, 554.2384643554688]"
data\raw\images\eccv_18_all_images_sm\5903ce0f-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-10-19 02:20:57,31.564706,-110.280392,0.777,"[500.7247619628906, 393.9881896972656, 705.211669921875, 494.55426025390625]"
data\raw\images\eccv_18_all_images_sm\590a1154-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-10-31 02:45:42,31.564706,-110.280392,0.9054,"[211.5444793701172, 448.35992431640625, 391.7459716796875, 713.9529418945312]"
data\raw\images\eccv_18_all_images_sm\58f5b1a3-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-28 06:41:22,31.564706,-110.280392,0.9264,"[550.9803466796875, 309.5711975097656, 980.7775268554688, 549.5284423828125]"
data\raw\images\eccv_18_all_images_sm\58e93aa2-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-10-29 21:02:48,31.564706,-110.280392,0.8735,"[520.1898193359375, 293.7565002441406, 665.1438598632812, 449.46356201171875]"
data\raw\images\eccv_18_all_images_sm\5876827a-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-27 05:20:27,31.564706,-110.280392,0.9215,"[220.17807006835938, 408.47113037109375, 382.53460693359375, 698.4996948242188]"
data\raw\images\eccv_18_all_images_sm\593a4e4c-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-10-28 06:41:18,31.564706,-110.280392,0.822,"[0.0, 367.00262451171875, 131.11192321777344, 531.0819091796875]"
